id,package,date,categories,CWE,url,references,severity,aliases,keywords,versions,affected,affected.functions,fix commit links,pov candidate links
RUSTSEC-2022-0093,ed25519-dalek,2022-06-11,"[""crypto-failure""]","[""CWE-497""]",https://github.com/MystenLabs/ed25519-unsafe-libs,[N/A],[N/A],"[""GHSA-w5vr-6qhr-36cc""]",[N/A],"patched = ["">= 2""]",[N/A],[N/A],https://github.com/dalek-cryptography/ed25519-dalek/pull/205/files,https://github.com/MystenLabs/ed25519-unsafe-libs
RUSTSEC-2022-0091,tauri,2022-09-19,"[""privilege-escalation""]","[""CWE-284"", ""CWE-668"", ""CWE-706""]",https://github.com/tauri-apps/tauri/issues/5234,[N/A],Low,"[""CVE-2022-41874"", ""GHSA-q9wv-22m9-vhqh""]",[N/A],"patched = ["">= 1.0.7, < 1.1.0"", "">= 1.1.2""]
unaffected = [""< 1.0.0""]",[N/A],[N/A],https://github.com/108518/tauri/commit/4cbdf0fb1c0de5004eab51c36d5843a9816f18af,https://github.com/108518/tauri/commit/4cbdf0fb1c0de5004eab51c36d5843a9816f18af
RUSTSEC-2022-0072,hyper-staticfile,2022-12-23,"[""format-injection""]","[""CWE-601""]",https://github.com/stephank/hyper-staticfile/commit/f12cadc6666c6f555d29725f5bc45da2103f24ea,[N/A],[N/A],"[""GHSA-5wvv-q5fv-2388""]","[""open redirect"", ""http""]","patched = [""^0.9.4"", "">= 0.10.0-alpha.5""]",[N/A],[N/A],https://github.com/stephank/hyper-staticfile/commit/f12cadc6666c6f555d29725f5bc45da2103f24ea,https://github.com/stephank/hyper-staticfile/commit/f12cadc6666c6f555d29725f5bc45da2103f24ea
RUSTSEC-2022-0068,capnp,2022-11-30,"[""memory-exposure""]","[""CWE-125""]",https://github.com/capnproto/capnproto/tree/master/security-advisories/2022-11-30-0-pointer-list-bounds.md,"[""https://dwrensha.github.io/capnproto-rust/2022/11/30/out_of_bounds_memory_access_bug.html"", ""https://github.com/capnproto/capnproto/security/advisories/GHSA-qqff-4vw4-f6hx""]",Medium,"[""CVE-2022-46149"", ""GHSA-qqff-4vw4-f6hx""]",[N/A],"patched = ["">= 0.15.2"", ""^0.14.11"", ""^0.13.7""]",[N/A],[N/A],https://github.com/capnproto/capnproto-rust/commit/e7ee0ef892c354b0390ed6e38d3ca634308897c5,https://github.com/capnproto/capnproto-rust/commit/e7ee0ef892c354b0390ed6e38d3ca634308897c5
RUSTSEC-2022-0066,conduit-hyper,2022-10-30,"[""denial-of-service""]","[""CWE-400"", ""CWE-1284""]",https://github.com/conduit-rust/conduit-hyper/security/advisories/GHSA-9398-5ghf-7pr6,[N/A],High,"[""GHSA-9398-5ghf-7pr6"", ""CVE-2022-39294""]",[N/A],"patched = ["">= 0.4.2""]
unaffected = [""< 0.2.0-alpha.3""]",[N/A],[N/A],https://github.com/conduit-rust/conduit-hyper/commit/4d225a53206505d39438ec6694e15f49c038baff,https://github.com/conduit-rust/conduit-hyper/commit/5f0553d2a6a615818536953cc6ba906fb3dfce5e
RUSTSEC-2022-0063,linked_list_allocator,2022-09-07,"[""memory-corruption""]","[""CWE-119"", ""CWE-787"", ""CWE-1284""]",https://github.com/advisories/GHSA-xg8p-34w2-j49j,[N/A],High,"[""CVE-2022-36086"", ""GHSA-xg8p-34w2-j49j""]",[N/A],"patched = ["">= 0.10.2""]
unaffected = []",[N/A],[N/A],https://github.com/rust-osdev/linked-list-allocator/commit/013b0758643943e8df5b17bbb495460ff47e8bbf,https://github.com/rust-osdev/linked-list-allocator/commit/013b0758643943e8df5b17bbb495460ff47e8bbf
RUSTSEC-2022-0038,juniper,2022-07-28,"[""denial-of-service""]","[""CWE-400"", ""CWE-674""]",https://github.com/graphql-rust/juniper/security/advisories/GHSA-4rx6-g5vg-5f3j,[N/A],High,"[""GHSA-4rx6-g5vg-5f3j"", ""CVE-2022-31173""]",[N/A],"patched = ["">= 0.15.10""]",[N/A],[N/A],https://github.com/graphql-rust/juniper/commit/2b609ee057be950e3454b69fadc431d120e407bb,https://github.com/graphql-rust/juniper/commit/2b609ee057be950e3454b69fadc431d120e407bb
RUSTSEC-2022-0028,neon,2022-05-22,"[""memory-exposure""]",[],https://github.com/neon-bindings/neon/issues/896,[N/A],[N/A],"[""GHSA-8mj7-wxmc-f424""]","[""use-after-free"", ""incorrect-lifetime""]","patched = ["">= 0.10.1""]
unaffected = [""< 0.8.0""]",[N/A],"""neon::types::JsArrayBuffer::external"" = [""< 0.10.1, >= 0.8.0""]
""neon::types::JsBuffer::external"" = [""< 0.10.1, >= 0.8.0""]",https://github.com/neon-bindings/neon/commit/4e350ea1d74cc90158e7bc3b8ce273bf9b6a5c0f,https://github.com/neon-bindings/neon/issues/896
RUSTSEC-2022-0013,regex,2022-03-08,"[""denial-of-service""]","[""CWE-400"", ""CWE-1333""]",https://groups.google.com/g/rustlang-security-announcements/c/NcNNL1Jq7Yw,[N/A],High,"[""CVE-2022-24713"", ""GHSA-m5pq-gvj9-9vr8""]",[N/A],"patched = ["">= 1.5.5""]",[N/A],[N/A],https://github.com/rust-lang/regex/commit/ae70b41d4f46641dbc45c7a4f87954aea356283e,https://github.com/rust-lang/regex/commit/ae70b41d4f46641dbc45c7a4f87954aea356283e
RUSTSEC-2022-0012,arrow2,2022-03-04,"[""memory-corruption""]","[""CWE-415""]",https://github.com/jorgecarleitao/arrow2/issues/880,[N/A],[N/A],"[""GHSA-5j8w-r7g8-5472""]",[N/A],"patched = ["">= 0.7.1, < 0.8"", "">= 0.8.2, < 0.9"", "">= 0.9.2, < 0.10"", "">= 0.10.0""]",[N/A],[N/A],https://github.com/jorgecarleitao/arrow2/pull/882/files,https://github.com/jorgecarleitao/arrow2/issues/880
RUSTSEC-2022-0003,ammonia,2022-01-19,"[""format-injection""]","[""CWE-79""]",https://github.com/rust-ammonia/ammonia/pull/147,[N/A],[N/A],"[""GHSA-p2g9-94wh-65c2""]","[""html"", ""xss""]","patched = ["">= 3.1.3""]
unaffected = [""< 3.0.0""]","functions = { ""ammonia::clean_text"" = [""<= 3.1.2""] }",[N/A],https://github.com/rust-ammonia/ammonia/pull/147/files,https://github.com/rust-ammonia/ammonia/pull/147/files
RUSTSEC-2022-0002,dashmap,2022-01-10,"[""memory-exposure""]",[],https://github.com/xacrimon/dashmap/issues/167,[N/A],[N/A],"[""GHSA-mpg5-fvwp-42m2""]","[""segfault"", ""use-after-free""]","patched = ["">= 5.1.0""]
unaffected = [""< 5.0.0""]",[N/A],"""dashmap::mapref::multiple::RefMulti::key"" = ["">= 5.0.0""]
""dashmap::mapref::multiple::RefMulti::value"" = ["">= 5.0.0""]
""dashmap::mapref::multiple::RefMulti::pair"" = ["">= 5.0.0""]
""dashmap::mapref::multiple::RefMutMulti::key"" = ["">= 5.0.0""]
""dashmap::mapref::multiple::RefMutMulti::pair"" = ["">= 5.0.0""]
""dashmap::mapref::multiple::RefMutMulti::pair_mut"" = ["">= 5.0.0""]
""dashmap::mapref::one::Ref::key"" = ["">= 5.0.0""]
""dashmap::mapref::one::Ref::value"" = ["">= 5.0.0""]
""dashmap::mapref::one::Ref::pair"" = ["">= 5.0.0""]
""dashmap::mapref::one::RefMut::key"" = ["">= 5.0.0""]
""dashmap::mapref::one::RefMut::pair"" = ["">= 5.0.0""]
""dashmap::mapref::one::RefMut::pair_mut"" = ["">= 5.0.0""]
""dashmap::setref::multiple::RefMulti::key"" = ["">= 5.0.0""]
""dashmap::setref::one::Ref::key"" = ["">= 5.0.0""]",https://github.com/xacrimon/dashmap/pull/180/files,https://github.com/xacrimon/dashmap/issues/167
RUSTSEC-2021-0143,kamadak-exif,2021-01-04,"[""denial-of-service""]","[""CWE-400"", ""CWE-835""]",https://github.com/kamadak/exif-rs/commit/1b05eab57e484cd7d576d4357b9cda7fdc57df8c,[N/A],Medium,"[""CVE-2021-21235"", ""GHSA-px9g-8hgv-jvg2""]","[""untrusted-data"", ""dos""]","patched = ["">= 0.5.3""]
unaffected = [""< 0.5.2""]","functions = { ""kamadak_exif::Reader::read_from_container"" = ["">= 0.5.2, < 0.5.3""] }",[N/A],https://github.com/kamadak/exif-rs/commit/1b05eab57e484cd7d576d4357b9cda7fdc57df8c,https://github.com/kamadak/exif-rs/commit/1b05eab57e484cd7d576d4357b9cda7fdc57df8c
RUSTSEC-2021-0130,lru,2021-12-21,"[""memory-corruption""]","[""CWE-416""]",https://github.com/jeromefroe/lru-rs/issues/120,[N/A],High,"[""CVE-2021-45720"", ""GHSA-qqmc-hwqp-8g2w"", ""GHSA-v362-2895-h9r2""]","[""use-after-free""]","patched = ["">= 0.7.1""]",[N/A],"""lru::LruCache::iter"" = [""< 0.7.1""]
""lru::LruCache::iter_mut"" = [""< 0.7.1""]",https://github.com/jeromefroe/lru-rs/pull/121/files,https://github.com/jeromefroe/lru-rs/issues/120
RUSTSEC-2021-0128,rusqlite,2021-12-07,"[""memory-corruption""]","[""CWE-416""]",https://github.com/rusqlite/rusqlite/issues/1048,[N/A],High,"[""CVE-2021-45713"", ""CVE-2021-45714"", ""CVE-2021-45715"", ""CVE-2021-45716"", ""CVE-2021-45717"", ""CVE-2021-45718"", ""CVE-2021-45719"", ""GHSA-4qr3-m7ww-hh9g"", ""GHSA-87xh-9q6h-r5cc"", ""GHSA-92cx-4xm7-jr9m"", ""GHSA-cm8g-544f-p9x9"", ""GHSA-f6f2-3w33-54r9"", ""GHSA-g4g4-3pqw-8m7f"", ""GHSA-g87r-23vw-7f87"", ""GHSA-q89g-4vhh-mvvm""]","[""use-after-free"", ""incorrect-lifetime""]","patched = ["">= 0.26.2"", ""0.25.4""]
unaffected = [""< 0.25.0""]",[N/A],"""rusqlite::Connection::create_scalar_function"" = ["">= 0.25.0, < 0.25.4"", "">= 0.26.0, < 0.26.2""]
""rusqlite::Connection::create_aggregate_function"" = ["">= 0.25.0, < 0.25.4"", "">= 0.26.0, < 0.26.2""]
""rusqlite::Connection::create_window_function"" = ["">= 0.25.0, < 0.25.4"", "">= 0.26.0, < 0.26.2""]
""rusqlite::Connection::create_collation"" = ["">= 0.25.0, < 0.25.4"", "">= 0.26.0, < 0.26.2""]
""rusqlite::Connection::commit_hook"" = ["">= 0.25.0, < 0.25.4"", "">= 0.26.0, < 0.26.2""]
""rusqlite::Connection::rollback_hook"" = ["">= 0.25.0, < 0.25.4"", "">= 0.26.0, < 0.26.2""]
""rusqlite::Connection::update_hook"" = ["">= 0.25.0, < 0.25.4"", "">= 0.26.0, < 0.26.2""]",https://github.com/rusqlite/rusqlite/pull/1049/files,https://github.com/rusqlite/rusqlite/issues/1048
RUSTSEC-2021-0125,simple_asn1,2021-11-14,"[""denial-of-service""]","[""CWE-20"", ""CWE-400""]",https://github.com/acw/simple_asn1/issues/27,[N/A],High,"[""CVE-2021-45711"", ""GHSA-3m6f-3gfg-4x56"", ""GHSA-g4h2-4wvh-grc5""]","[""panic"", ""string_slice""]","patched = ["">=0.6.1""]
unaffected = [""<0.6.0""]",[N/A],[N/A],https://github.com/acw/simple_asn1/pull/28/files,https://github.com/acw/simple_asn1/pull/28/files
RUSTSEC-2021-0124,tokio,2021-11-16,"[""thread-safety""]","[""CWE-362""]",https://github.com/tokio-rs/tokio/issues/4225,[N/A],High,"[""CVE-2021-45710"", ""GHSA-fg7r-2g4j-5cgr""]","[""race condition""]","patched = ["">= 1.8.4, < 1.9.0"", "">= 1.13.1""]
unaffected = [""< 0.1.14""]",[N/A],"""tokio::sync::oneshot::Receiver::close"" = [""<= 1.13.0, >= 0.1.14""]",https://github.com/tokio-rs/tokio/pull/4226/files,https://github.com/tokio-rs/tokio/pull/4226/files
RUSTSEC-2021-0122,flatbuffers,2021-10-31,"[""memory-corruption""]",[],https://github.com/google/flatbuffers/issues/6627,[N/A],Critical,"[""GHSA-3jch-9qgp-4844""]",[N/A],"patched = ["">= 22.9.29""]",[N/A],[N/A],https://github.com/google/flatbuffers/pull/7518,https://github.com/google/flatbuffers/issues/6627
RUSTSEC-2021-0118,arrow,2021-09-14,"[""memory-exposure""]",[],https://github.com/apache/arrow-rs/issues/774,[N/A],[N/A],"[""GHSA-qgrp-8f3v-q85p""]","[""buffer-overflow""]","patched = ["">= 6.4.0""]",[N/A],[N/A],https://github.com/apache/arrow-rs/issues/817,https://github.com/apache/arrow-rs/issues/774
RUSTSEC-2021-0115,zeroize_derive,2021-09-24,"[""memory-exposure""]","[""CWE-459""]",https://github.com/iqlusioninc/crates/issues/876,[N/A],Critical,"[""CVE-2021-45706"", ""GHSA-c5hx-w945-j4pq""]",[N/A],"patched = ["">= 1.1.1""]",[N/A],[N/A],https://github.com/iqlusioninc/crates/pull/847/files,https://github.com/iqlusioninc/crates/issues/876
RUSTSEC-2021-0114,nanorand,2021-09-23,"[""memory-corruption""]",[],https://github.com/Absolucy/nanorand-rs/issues/28,[N/A],Critical,"[""CVE-2021-45705"", ""GHSA-p6gj-gpc8-f8xw"", ""GHSA-r57r-j98g-587f""]","[""memory-safety"", ""aliasing""]","patched = ["">= 0.6.1""]
unaffected = [""< 0.5.0""]","functions = { ""nanorand::tls::tls_rand"" = ["">= 0.5.0"", ""<= 0.6.0""] }",[N/A],https://github.com/Absolucy/nanorand-rs/commit/340f893dbc9db3e43c6315b05eff4b0b150220d2,https://github.com/Absolucy/nanorand-rs/issues/28
RUSTSEC-2021-0113,metrics-util,2021-04-07,"[""thread-safety""]","[""CWE-362"", ""CWE-787""]",https://github.com/metrics-rs/metrics/issues/190,[N/A],[N/A],"[""CVE-2021-45704"", ""GHSA-3hxh-7jxm-59x4"", ""GHSA-cwvc-87xq-pc5m""]",[N/A],"patched = ["">= 0.7.0""]",[N/A],[N/A],https://github.com/metrics-rs/metrics/pull/191/files,https://github.com/metrics-rs/metrics/issues/190
RUSTSEC-2021-0110,wasmtime,2021-09-17,"[""memory-exposure""]","[""CWE-125"", ""CWE-416"", ""CWE-590"", ""CWE-787"", ""CWE-843""]",[N/A],"[""https://github.com/bytecodealliance/wasmtime/security/advisories/GHSA-v4cp-h94r-m7xf"", ""https://github.com/bytecodealliance/wasmtime/security/advisories/GHSA-4873-36h9-wv49"", ""https://github.com/bytecodealliance/wasmtime/security/advisories/GHSA-q879-9g95-56mx""]",Medium,"[""CVE-2021-39216"", ""CVE-2021-39218"", ""CVE-2021-39219"", ""GHSA-4873-36h9-wv49"", ""GHSA-q879-9g95-56mx"", ""GHSA-v4cp-h94r-m7xf""]","[""use-after-free"", ""out-of-bounds read"", ""out-of-bounds write"", ""Wasm"", ""garbage collection""]","patched = ["">= 0.30.0""]
unaffected = []",[N/A],"""wasmtime::Store::gc"" = [""< 0.30.0""]
""wasmtime::Linker::func_wrap"" = [""< 0.30.0""]
""wasmtime::Linker::func_new"" = [""< 0.30.0""]",https://github.com/bytecodealliance/wasmtime/commit/101998733b74624cbd348a2366d05760b40181f3,https://github.com/bytecodealliance/wasmtime/commit/101998733b74624cbd348a2366d05760b40181f3
RUSTSEC-2021-0100,sha2,2021-09-08,"[""crypto-failure""]","[""CWE-327""]",https://github.com/RustCrypto/hashes/pull/314,[N/A],[N/A],"[""CVE-2021-45696"", ""GHSA-fc7x-2cmc-8j2g"", ""GHSA-xpww-g9jx-hp8r""]","[""cryptography""]","patched = ["">= 0.9.8""]
unaffected = [""< 0.9.7""]",[N/A],[N/A],https://github.com/RustCrypto/hashes/pull/314/files,https://github.com/RustCrypto/hashes/pull/314/files
RUSTSEC-2021-0081,actix-http,2021-06-16,"[""format-injection""]","[""CWE-444""]",[N/A],[N/A],High,"[""CVE-2021-38512"", ""GHSA-8928-2fgm-6x9x""]","[""smuggling"", ""http"", ""reverse proxy"", ""request smuggling""]","patched = [""^ 2.2.1"", "">= 3.0.0-beta.9""]",[N/A],[N/A],https://github.com/actix/actix-web/commit/e965d8298f421e9c89fe98b1300b8361e948c324,https://github.com/actix/actix-web/commit/e965d8298f421e9c89fe98b1300b8361e948c324
RUSTSEC-2021-0080,tar,2021-07-19,"[""privilege-escalation""]","[""CWE-22"", ""CWE-59""]",https://github.com/alexcrichton/tar-rs/issues/238,[N/A],High,"[""CVE-2021-38511"", ""GHSA-62jx-8vmh-4mcw""]",[N/A],"patched = ["">= 0.4.36""]","functions = { ""tar::Archive::unpack"" = [""< 0.4.36""] }",[N/A],https://github.com/alexcrichton/tar-rs/pull/259/files,https://github.com/alexcrichton/tar-rs/issues/238
RUSTSEC-2021-0079,hyper,2021-07-07,"[""format-injection""]","[""CWE-190""]",https://github.com/hyperium/hyper/security/advisories/GHSA-5h46-h7hh-c6x9,[N/A],Critical,"[""CVE-2021-32714"", ""GHSA-5h46-h7hh-c6x9""]","[""http"", ""parsing"", ""data loss""]","patched = ["">= 0.14.10""]",[N/A],[N/A],https://github.com/hyperium/hyper/commit/1068b994df1aec2a0a562224965a80ddced50e60,https://github.com/hyperium/hyper/commit/1068b994df1aec2a0a562224965a80ddced50e60
RUSTSEC-2021-0075,ark-r1cs-std,2021-07-08,"[""crypto-failure""]","[""CWE-682""]",https://github.com/arkworks-rs/r1cs-std/pull/70,[N/A],Critical,"[""CVE-2021-38194"", ""GHSA-qj3v-q2vj-4c8h""]","[""r1cs"", ""zksnark"", ""arkworks""]","patched = ["">= 0.3.1""]","functions = { ""ark_r1cs_std::FieldVar::mul_by_inverse"" = [""< 0.3.0""] }",[N/A],https://github.com/arkworks-rs/r1cs-std/pull/70/files,https://github.com/arkworks-rs/r1cs-std/pull/70/files
RUSTSEC-2021-0074,ammonia,2021-07-08,"[""format-injection""]","[""CWE-79""]",https://github.com/rust-ammonia/ammonia/pull/142,[N/A],Medium,"[""CVE-2021-38193"", ""GHSA-5325-xw5m-phm3""]","[""html"", ""xss""]","patched = ["">= 3.1.0"", "">= 2.1.3, < 3.0.0""]",[N/A],[N/A],https://github.com/rust-ammonia/ammonia/pull/142/files,https://github.com/rust-ammonia/ammonia/pull/142/files
RUSTSEC-2021-0073,prost-types,2021-07-08,"[""denial-of-service""]","[""CWE-120"", ""CWE-190""]",https://github.com/tokio-rs/prost/issues/438,[N/A],High,"[""CVE-2021-38192"", ""GHSA-x4qm-mcjq-v2gf""]","[""denial-of-service""]","patched = ["">= 0.8.0""]","functions = { ""prost_types::Timestamp::Into<SystemTime>"" = [""<= 0.7.0""] }",[N/A],https://github.com/tokio-rs/prost/commit/59f2a7311dd6540696bfd0145f5281ce495f4385,https://github.com/tokio-rs/prost/issues/438
RUSTSEC-2021-0072,tokio,2021-07-07,"[""memory-corruption""]","[""CWE-362"", ""CWE-366""]",https://github.com/tokio-rs/tokio/issues/3929,[N/A],Medium,"[""CVE-2021-38191"", ""GHSA-2grh-hm3w-w7hv""]","[""race condition"", ""send""]","patched = ["">= 1.5.1, < 1.6.0"", "">= 1.6.3, < 1.7.0"", "">= 1.7.2, < 1.8.0"", "">= 1.8.1""]
unaffected = [""< 0.3.0""]","functions = { ""tokio::task::JoinHandle::abort"" = [""<= 1.8.0, >= 0.3.0""] }",[N/A],https://github.com/tokio-rs/tokio/pull/3934/files,"https://github.com/tokio-rs/tokio/pull/3934/files

https://github.com/tokio-rs/tokio/issues/3929"
RUSTSEC-2021-0070,nalgebra,2021-06-06,"[""memory-exposure""]","[""CWE-119"", ""CWE-787""]",https://github.com/dimforge/nalgebra/issues/883,[N/A],Critical,"[""CVE-2021-38190"", ""GHSA-3w8g-xr3f-2mp8""]","[""memory-safety""]","patched = ["">= 0.27.1""]
unaffected = [""< 0.11.0""]",[N/A],[N/A],https://github.com/dimforge/nalgebra/pull/889/files,https://github.com/dimforge/nalgebra/pull/889/files
RUSTSEC-2021-0069,lettre,2021-05-22,"[""format-injection""]","[""CWE-77"", ""CWE-147""]",https://github.com/lettre/lettre/pull/627/commits/93458d01fed0ec81c0e7b4e98e6f35961356fae2,[N/A],Critical,"[""GHSA-qc36-q22q-cjw3"", ""CVE-2021-38189""]","[""email"", ""smtp""]","patched = ["">= 0.10.0-rc.3"", ""< 0.10.0-alpha.1, >= 0.9.6""]
unaffected = [""< 0.7.0""]",[N/A],"""lettre::smtp::SmtpTransport::send"" = [""< 0.10.0-alpha.1""]
""lettre::transport::smtp::SmtpTransport::send"" = ["">= 0.10.0-alpha.1, < 0.10.0-rc.3""]
""lettre::transport::smtp::SmtpTransport::send_raw"" = ["">= 0.10.0-alpha.1, < 0.10.0-rc.3""]",https://github.com/lettre/lettre/commit/8bfc20506cc5e098fe6eb3d1cafe3bea791215ce,https://github.com/lettre/lettre/commit/8bfc20506cc5e098fe6eb3d1cafe3bea791215ce
RUSTSEC-2021-0063,comrak,2021-05-04,"[""format-injection""]","[""CWE-79""]",https://github.com/kivikakk/comrak/releases/tag/0.10.1,[N/A],Medium,"[""CVE-2021-38186"", ""GHSA-6wj2-g87r-pm62""]","[""xss""]","patched = ["">= 0.10.1""]",[N/A],[N/A],https://github.com/kivikakk/comrak/commit/b72340cabe4749952530b4fb6b4fcc706bc973e5,https://github.com/kivikakk/comrak/commit/b72340cabe4749952530b4fb6b4fcc706bc973e5
RUSTSEC-2021-0050,reorder,2021-02-24,"[""memory-corruption""]","[""CWE-787""]",https://github.com/tiby312/reorder/issues/1,[N/A],High,"[""CVE-2021-29941"", ""CVE-2021-29942"", ""GHSA-3h87-v52r-p9rg"", ""GHSA-jpwg-6gf5-5vh9""]","[""memory-corruption"", ""out-of-bounds""]","patched = ["">= 1.1.0""]",[N/A],[N/A],https://github.com/tiby312/reorder/commit/8b0eba0b117b82abe4c24c05188b4d30ba4d461e,https://github.com/tiby312/reorder/issues/1
RUSTSEC-2021-0048,stackvector,2021-02-19,"[""memory-corruption""]","[""CWE-787""]",https://github.com/Alexhuszagh/rust-stackvector/issues/2,[N/A],High,"[""CVE-2021-29939"", ""GHSA-9frf-r7c7-j2vg""]",[N/A],"patched = ["">= 1.0.9""]",[N/A],[N/A],https://github.com/Alexhuszagh/rust-stackvector/commit/f45657d5a823a67bb3f5cffee65efbb401a44192,https://github.com/Alexhuszagh/rust-stackvector/issues/2
RUSTSEC-2021-0041,parse_duration,2021-03-18,"[""denial-of-service""]","[""CWE-400"", ""CWE-770""]",https://github.com/zeta12ti/parse_duration/issues/21,[N/A],High,"[""CAN-2021-1000007"", ""CVE-2021-29932"", ""GHSA-qpgv-g792-wh6x""]","[""parsing"", ""untrusted data""]","patched = []
unaffected = []",[N/A],"""parse_duration::parse"" = [""*""]",https://github.com/zeta12ti/parse_duration/pull/18/files,https://github.com/zeta12ti/parse_duration/issues/21
RUSTSEC-2021-0040,arenavec,2021-01-12,"[""memory-corruption""]","[""CWE-415"", ""CWE-787""]",https://github.com/ibabushkin/arenavec/issues/1,[N/A],High,"[""CVE-2021-29930"", ""CVE-2021-29931"", ""GHSA-327x-39hh-65wf"", ""GHSA-955p-rc5h-hg6h""]",[N/A],patched = [],[N/A],[N/A],https://github.com/ibabushkin/arenavec/pull/2/files,https://github.com/ibabushkin/arenavec/issues/1
RUSTSEC-2021-0038,fltk,2021-03-06,"[""memory-corruption""]","[""CWE-125"", ""CWE-476""]",https://github.com/MoAlyousef/fltk-rs/issues/519,[N/A],High,"[""CVE-2021-28306"", ""CVE-2021-28307"", ""CVE-2021-28308"", ""GHSA-5pg8-h4gv-m3p8"", ""GHSA-7qcc-g2m9-8533"", ""GHSA-vjmg-pc8h-p6p8""]","[""undefined_behavior""]","patched = ["">= 0.15.3""]",[N/A],"""fltk::prelude::WidgetExt::set_label_type"" = [""< 0.15.2""]
""fltk::prelude::WindowExt::set_icon"" = [""< 0.14.12""]
""fltk::image::Pixmap::new"" = [""< 0.15.2, >= 0.14.12""]",https://github.com/fltk-rs/fltk-rs/commit/1b2e6bdbd93df1f673f5c57cf6dda625e36b4810,https://github.com/fltk-rs/fltk-rs/issues/519
RUSTSEC-2021-0036,internment,2021-03-03,"[""thread-safety""]","[""CWE-362""]",https://github.com/droundy/internment/issues/20,[N/A],Critical,"[""CVE-2021-28037"", ""GHSA-gppw-3h6h-v6q2""]",[N/A],"patched = ["">= 0.4.2""]",[N/A],[N/A],https://github.com/droundy/internment/commit/2928a87a0c9f86c46ba70f8c8058d9b7b10a241d,https://github.com/droundy/internment/issues/20
RUSTSEC-2021-0033,stack_dst,2021-02-22,"[""memory-corruption""]","[""CWE-415"", ""CWE-908""]",https://github.com/thepowersgang/stack_dst-rs/issues/5,[N/A],Critical,"[""CVE-2021-28034"", ""CVE-2021-28035"", ""GHSA-45w7-7g63-2m5w"", ""GHSA-8mjx-h23h-w2pg""]","[""memory-safety"", ""double-free""]","patched = ["">= 0.6.1""]","functions = { ""stack_dst::StackA::push_cloned"" = [""< 0.6.1""] }",[N/A],https://github.com/thepowersgang/stack_dst-rs/commit/2a4d538,https://github.com/thepowersgang/stack_dst-rs/issues/5
RUSTSEC-2021-0032,byte_struct,2021-03-01,"[""memory-corruption""]","[""CWE-119"", ""CWE-908""]",https://github.com/wwylele/byte-struct-rs/issues/1,[N/A],Critical,"[""CVE-2021-28033"", ""GHSA-8fgg-5v78-6g76""]","[""memory-safety""]","patched = ["">= 0.6.1""]",[N/A],[N/A],https://github.com/wwylele/byte-struct-rs/commit/a535678377de12bc6bc22620c5f59bcc1369f76f,https://github.com/wwylele/byte-struct-rs/issues/1
RUSTSEC-2021-0031,nano_arena,2021-01-31,"[""memory-corruption""]","[""CWE-416""]",https://github.com/bennetthardwick/nano-arena/issues/1,[N/A],Critical,"[""CVE-2021-28032"", ""GHSA-wp34-mqw5-jj85""]","[""memory-safety"", ""aliasing"", ""unsound""]","patched = ["">= 0.5.2""]",[N/A],"""nano_arena::Arena::split_at"" = [""< 0.5.2""]
""nano_arena::ArenaSplit::split_at"" = [""< 0.5.2""]",https://github.com/bennetthardwick/nano-arena/commit/6b83f9d0708337a9f8b709c1624a8587021ceba2,https://github.com/bennetthardwick/nano-arena/issues/1
RUSTSEC-2021-0030,scratchpad,2021-02-18,"[""memory-corruption""]","[""CWE-415""]",https://github.com/okready/scratchpad/issues/1,[N/A],Critical,"[""CVE-2021-28031"", ""GHSA-3qm2-rfqw-fmrw""]","[""memory-safety"", ""double-free""]","patched = ["">= 1.3.1""]","functions = { ""scratchpad::SliceMoveSource::move_elements"" = [""< 1.3.1""] }",[N/A],https://github.com/okready/scratchpad/commit/891561bea,https://github.com/okready/scratchpad/issues/1
RUSTSEC-2021-0028,toodee,2021-02-19,"[""memory-corruption""]","[""CWE-415"", ""CWE-908""]",https://github.com/antonmarsden/toodee/issues/13,[N/A],Critical,"[""CVE-2021-28028"", ""CVE-2021-28029"", ""GHSA-wcvp-r8j8-47pc"", ""GHSA-xm9m-2vj8-fmfr""]","[""memory-safety"", ""double-free""]","patched = ["">= 0.3.0""]
unaffected = []","functions = { ""toodee::TooDee::insert_row"" = [""< 0.3.0""] }",[N/A],https://github.com/antonmarsden/toodee/commit/ced70c172486fb4827c172cd8238053df3d1dcdb,https://github.com/antonmarsden/toodee/issues/13
RUSTSEC-2021-0027,bam,2021-01-07,"[""memory-corruption""]","[""CWE-191""]",https://gitlab.com/tprodanov/bam/-/issues/4,[N/A],Critical,"[""CVE-2021-28027"", ""GHSA-cpqj-r29q-chrh""]",[N/A],"patched = ["">= 0.1.3""]","functions = { ""bam::bgzip::Block::load"" = [""< 0.1.3""] }",[N/A],https://gitlab.com/tprodanov/bam/-/commit/061eee38d47c96339b796c943d3163235490532d,https://gitlab.com/tprodanov/bam/-/issues/4
